cardNumber,timestamp,amount
5618401722389028,2024-04-24T14:48:07.771Z,11.56
3537349596978716,2024-04-24T14:52:55.771Z,213.80
3037393026661280,2024-04-24T15:51:56.771Z,916.15
5926759033070471,2024-04-24T16:55:18.771Z,395.65
3820307659851859,2024-04-24T17:16:01.771Z,-905.25
6833412122497701,2024-04-24T17:28:17.771Z,-835.77
6329931100465627,2024-04-24T17:40:23.771Z,323.17
5581253985313232,2024-04-24T17:47:35.771Z,47.92
6564109388484184,2024-04-24T17:47:36.771Z,893.66
4210013133081688,2024-04-24T18:38:06.771Z,357.35
5618401722389028,2024-04-24T18:46:51.771Z,-774.99
3089689896090797,2024-04-24T21:31:15.771Z,-153.58
5581253985313232,2024-04-24T22:06:50.771Z,-17.07
4210013133081688,2024-04-24T22:29:45.771Z,342.26
3589249568754350,2024-04-25T01:14:06.771Z,434.34
3578813208959317,2024-04-25T01:17:31.771Z,-2.57
5816050191711854,2024-04-25T01:34:29.771Z,843.42
6706534013288847,2024-04-25T05:46:00.771Z,739.74
6437219155436606,2024-04-25T06:32:41.771Z,786.11
3339801217806434,2024-04-25T06:47:44.771Z,-939.41
6218748060041639,2024-04-25T07:25:13.771Z,-472.96
5216484446506263,2024-04-25T08:03:42.771Z,-180.57
6329931100465627,2024-04-25T08:49:41.771Z,106.83
5995696966070264,2024-04-25T10:25:54.771Z,-912.97
6419514998974763,2024-04-25T11:23:17.771Z,-958.16
5705851002586967,2024-04-25T13:21:53.771Z,-921.59
6288853716425504,2024-04-25T14:38:26.771Z,178.63
4932629994846233,2024-04-25T15:36:20.771Z,376.92
3820307659851859,2024-04-25T15:37:20.771Z,802.05
4024012623842318,2024-04-25T15:55:59.771Z,-521.75
6564109388484184,2024-04-25T16:13:34.771Z,-752.27
6714744990978278,2024-04-25T16:36:30.759Z,491.31
6714744990978278,2024-04-25T16:36:30.759Z,491.31
6714744990978278,2024-04-25T16:36:30.759Z,491.31
3328090600295181,2024-04-25T16:55:15.771Z,327.87
5581253985313232,2024-04-25T17:22:39.771Z,-879.68
3369832681865051,2024-04-25T17:55:14.771Z,-758.02
6006325963724299,2024-04-25T18:39:49.771Z,-101.88
4378233413863490,2024-04-25T19:47:00.771Z,988.04
3820307659851859,2024-04-25T19:47:46.771Z,525.66
6575315976430295,2024-04-25T20:19:28.771Z,799.79
5926759033070471,2024-04-25T20:46:12.771Z,2.51
6288853716425504,2024-04-25T23:24:52.771Z,255.34
4235973154283559,2024-04-25T23:33:06.771Z,66.82
3589249568754350,2024-04-25T23:44:06.771Z,-764.02
6218748060041639,2024-04-26T00:13:46.771Z,-346.74
4235973154283559,2024-04-26T00:32:19.771Z,352.73
4378233413863490,2024-04-26T01:00:26.771Z,-54.71
4378233413863490,2024-04-26T01:51:52.771Z,830.49
3618845513520900,2024-04-26T02:20:05.771Z,218.17
5997179980717501,2024-04-26T05:44:27.771Z,642.86
3578813208959317,2024-04-26T06:28:17.771Z,188.18
4726556059561949,2024-04-26T06:40:21.771Z,955.46
3339801217806434,2024-04-26T08:55:50.771Z,-709.24
6006325963724299,2024-04-26T09:09:19.771Z,-528.11
3369832681865051,2024-04-26T09:17:11.771Z,605.55
3537349596978716,2024-04-26T10:03:41.771Z,-274.63
5216484446506263,2024-04-26T10:06:13.771Z,340.90
3037393026661280,2024-04-26T10:11:07.771Z,175.47
4024012623842318,2024-04-26T10:56:34.771Z,308.40
5609879353687978,2024-04-26T11:28:12.771Z,30.64
4210013133081688,2024-04-26T12:10:26.771Z,-227.77
3663297678172224,2024-04-26T15:21:09.771Z,-642.68
5581253985313232,2024-04-26T15:21:33.771Z,546.35
5705851002586967,2024-04-26T16:16:21.771Z,-6.56
6218748060041639,2024-04-26T17:00:30.771Z,-373.79
3578813208959317,2024-04-26T18:13:18.771Z,122.47
5926759033070471,2024-04-26T19:14:52.771Z,-146.63
5997179980717501,2024-04-26T19:26:57.771Z,-977.79
6288853716425504,2024-04-26T19:41:56.771Z,803.17
6018480886031697,2024-04-26T19:48:44.771Z,-200.80
3690769043359511,2024-04-26T20:09:00.771Z,-415.77
5609879353687978,2024-04-26T20:10:31.771Z,-993.20
4726556059561949,2024-04-26T20:28:06.771Z,355.74
5618401722389028,2024-04-26T21:27:35.771Z,-326.34
6472592460352496,2024-04-26T21:49:50.771Z,-354.36
6734576552114648,2024-04-26T22:00:26.771Z,526.58
5926759033070471,2024-04-26T23:10:18.771Z,36.04
5816050191711854,2024-04-26T23:48:47.771Z,-319.73
5091360375658474,2024-04-27T01:02:20.771Z,-57.41
4932629994846233,2024-04-27T01:31:52.771Z,-694.94
3745155717279673,2024-04-27T01:37:06.771Z,-68.49
3369832681865051,2024-04-27T02:01:18.771Z,-688.11
4234709814496996,2024-04-27T02:16:34.771Z,678.18
6734576552114648,2024-04-27T02:23:38.771Z,801.80
5618401722389028,2024-04-27T04:04:44.771Z,722.21
4210013133081688,2024-04-27T05:54:28.771Z,-606.38
6329931100465627,2024-04-27T14:08:09.771Z,-716.04
6437219155436606,2024-04-27T14:56:48.771Z,850.21
5609879353687978,2024-04-27T15:57:16.771Z,-908.31
5581253985313232,2024-04-27T16:36:47.771Z,143.26
6657327299602346,2024-04-27T17:27:08.771Z,-301.74
6288853716425504,2024-04-27T17:47:55.771Z,252.04
6575315976430295,2024-04-27T20:35:37.771Z,-744.30
3618845513520900,2024-04-27T20:49:58.771Z,375.33
6218748060041639,2024-04-27T20:59:36.771Z,251.40
6329931100465627,2024-04-27T21:31:12.771Z,685.75
6006325963724299,2024-04-27T22:44:08.771Z,-511.38
6564109388484184,2024-04-27T22:59:26.771Z,-886.61
6575315976430295,2024-04-27T23:27:40.771Z,248.85
3404349486560448,2024-04-28T00:39:38.771Z,798.08
6472592460352496,2024-04-28T01:42:14.771Z,239.53
6437219155436606,2024-04-28T03:06:21.771Z,39.55
6564109388484184,2024-04-28T03:26:55.771Z,959.96
4234709814496996,2024-04-28T03:40:50.771Z,437.67
5816050191711854,2024-04-28T03:45:44.771Z,-591.75
6564109388484184,2024-04-28T04:15:39.771Z,-627.15
4378233413863490,2024-04-28T05:41:43.771Z,-928.50
4726556059561949,2024-04-28T07:41:00.771Z,-286.14
6657327299602346,2024-04-28T07:44:23.771Z,235.18
3618845513520900,2024-04-28T09:46:32.771Z,-464.86
3618845513520900,2024-04-28T10:14:19.771Z,127.64
4726556059561949,2024-04-28T10:51:33.771Z,592.85
3369832681865051,2024-04-28T11:10:15.771Z,-673.15
4234709814496996,2024-04-28T11:35:40.771Z,539.21
5581253985313232,2024-04-28T12:01:25.771Z,143.50
3578813208959317,2024-04-28T12:03:26.771Z,-849.78
4267628872390355,2024-04-28T13:24:59.759Z,399.06
4267628872390355,2024-04-28T13:24:59.759Z,399.06
4267628872390355,2024-04-28T13:24:59.759Z,399.06
3369832681865051,2024-04-28T13:58:51.771Z,-614.75
4235973154283559,2024-04-28T15:39:28.771Z,-390.68
4726556059561949,2024-04-28T16:17:43.771Z,-706.30
6564109388484184,2024-04-28T17:18:57.771Z,328.48
6575315976430295,2024-04-28T18:15:44.771Z,-313.19
5216484446506263,2024-04-28T18:21:11.771Z,451.99
5609879353687978,2024-04-28T20:02:22.771Z,438.76
5997179980717501,2024-04-28T20:08:17.771Z,263.47
3618845513520900,2024-04-28T21:14:16.771Z,117.97
3328090600295181,2024-04-28T22:04:21.771Z,927.79
4210013133081688,2024-04-28T22:16:22.771Z,-383.84
3037393026661280,2024-04-28T22:57:18.771Z,-371.27
3618845513520900,2024-04-28T23:58:24.771Z,-274.02
6575315976430295,2024-04-29T00:26:34.771Z,-474.60
3404349486560448,2024-04-29T01:36:58.771Z,344.57
3404349486560448,2024-04-29T02:19:51.771Z,-601.51
3404349486560448,2024-04-29T02:30:30.771Z,-77.23
6329931100465627,2024-04-29T04:29:08.771Z,140.71
5091360375658474,2024-04-29T04:33:46.771Z,710.03
5618401722389028,2024-04-29T05:01:51.771Z,-963.63
4234709814496996,2024-04-29T05:13:07.771Z,-553.68
3328090600295181,2024-04-29T08:50:11.771Z,690.65
5216484446506263,2024-04-29T09:33:38.771Z,813.52
5997179980717501,2024-04-29T10:58:47.771Z,674.60
3339801217806434,2024-04-29T11:18:33.771Z,-913.42
5216484446506263,2024-04-29T12:03:03.771Z,-980.92
3820307659851859,2024-04-29T14:11:11.771Z,-78.66
5092446914149764,2024-04-29T16:07:57.771Z,357.25
6329931100465627,2024-04-29T17:28:09.771Z,-960.19
4024012623842318,2024-04-29T18:20:26.771Z,514.61
3578813208959317,2024-04-29T19:17:15.771Z,682.15
3219459079118226,2024-04-29T20:03:59.771Z,466.04
6018480886031697,2024-04-29T21:32:58.771Z,36.88
3089689896090797,2024-04-29T21:46:23.771Z,30.13
6833412122497701,2024-04-29T22:20:53.771Z,316.33
4378233413863490,2024-04-29T22:39:47.771Z,366.30
3037393026661280,2024-04-29T23:16:57.771Z,-95.87
3742992852195954,2024-04-30T00:22:46.771Z,-850.70
3820307659851859,2024-04-30T00:43:27.771Z,121.55
3089689896090797,2024-04-30T01:25:09.771Z,99.67
6419514998974763,2024-04-30T03:03:41.771Z,667.06
6734576552114648,2024-04-30T07:16:34.771Z,-840.43
3742992852195954,2024-04-30T09:25:30.771Z,-582.23
5816050191711854,2024-04-30T10:24:01.771Z,-699.73
6564109388484184,2024-04-30T12:38:10.771Z,-936.82
3663297678172224,2024-04-30T14:11:51.771Z,215.66
6833412122497701,2024-04-30T14:52:44.771Z,-351.15
5997179980717501,2024-04-30T15:41:42.771Z,-320.07
3219459079118226,2024-04-30T15:57:39.771Z,-711.86
5609879353687978,2024-04-30T16:10:48.771Z,364.43
5609879353687978,2024-04-30T16:25:50.771Z,868.69
6361000177795595,2024-04-30T18:13:11.771Z,-11.72
3037393026661280,2024-04-30T18:14:28.771Z,-170.35
6437219155436606,2024-04-30T19:23:27.771Z,-476.69
3663297678172224,2024-04-30T20:04:29.771Z,909.34
3589249568754350,2024-04-30T20:43:52.771Z,262.88
3089689896090797,2024-04-30T22:24:55.771Z,-233.33
6218748060041639,2024-04-30T22:30:28.771Z,112.76
5995696966070264,2024-05-01T00:06:28.771Z,-892.29
3171948530096903,2024-05-01T00:28:33.771Z,-396.43
6833412122497701,2024-05-01T01:43:25.771Z,77.88
5705851002586967,2024-05-01T02:17:49.771Z,-294.51
5997179980717501,2024-05-01T03:40:52.771Z,-107.75
3663297678172224,2024-05-01T03:45:02.771Z,919.72
5997179980717501,2024-05-01T04:02:56.771Z,441.95
6575315976430295,2024-05-01T04:43:29.771Z,519.60
5609879353687978,2024-05-01T05:56:12.771Z,-151.92
6706534013288847,2024-05-01T06:22:54.771Z,-430.95
6734576552114648,2024-05-01T08:49:47.771Z,-506.20
4726556059561949,2024-05-01T09:01:58.771Z,341.03
3820307659851859,2024-05-01T09:27:30.771Z,34.15
6657327299602346,2024-05-01T10:27:59.771Z,-770.18
6288853716425504,2024-05-01T12:13:32.771Z,-650.87
3219459079118226,2024-05-01T12:27:57.771Z,901.61
6706534013288847,2024-05-01T12:40:33.771Z,-400.63
4378233413863490,2024-05-01T13:21:36.771Z,-331.09
6437219155436606,2024-05-01T14:09:05.771Z,-860.80
3690769043359511,2024-05-01T15:38:37.771Z,-711.58
3339801217806434,2024-05-01T15:59:52.771Z,-616.05
3618845513520900,2024-05-01T17:30:59.771Z,-634.94
6419514998974763,2024-05-01T17:57:40.771Z,-101.97
5995696966070264,2024-05-01T18:29:28.771Z,-643.51
4378233413863490,2024-05-01T19:06:30.771Z,-229.40
6419514998974763,2024-05-01T20:46:30.771Z,-710.17
6361000177795595,2024-05-01T20:47:18.771Z,564.52
3745155717279673,2024-05-01T21:07:06.771Z,-467.90
5618401722389028,2024-05-01T21:10:53.771Z,197.53
3537349596978716,2024-05-01T22:33:02.771Z,-832.11
6472592460352496,2024-05-01T22:54:02.771Z,753.34
3037393026661280,2024-05-01T23:06:43.771Z,305.15
5995696966070264,2024-05-01T23:20:40.771Z,-978.14
6329931100465627,2024-05-01T23:22:47.771Z,798.98
4024012623842318,2024-05-01T23:24:35.771Z,571.31
3219459079118226,2024-05-01T23:35:12.771Z,-823.29
4234709814496996,2024-05-01T23:42:03.771Z,-14.47
6419514998974763,2024-05-02T00:28:48.771Z,211.22
5926759033070471,2024-05-02T00:50:40.771Z,99.25
5816050191711854,2024-05-02T01:01:31.771Z,32.30
5216484446506263,2024-05-02T01:30:26.771Z,486.74
3037393026661280,2024-05-02T02:28:37.771Z,-38.52
5926759033070471,2024-05-02T03:21:00.771Z,204.70
3537349596978716,2024-05-02T03:55:00.771Z,-953.11
3820307659851859,2024-05-02T04:03:34.771Z,-728.43
5816050191711854,2024-05-02T05:34:34.771Z,-79.48
3618845513520900,2024-05-02T06:06:58.771Z,-478.90
6361000177795595,2024-05-02T07:50:03.771Z,978.08
6288853716425504,2024-05-02T09:09:26.771Z,488.98
3745155717279673,2024-05-02T09:49:08.771Z,-285.60
6218748060041639,2024-05-02T09:58:02.771Z,-332.54
6564109388484184,2024-05-02T11:29:54.771Z,55.38
6437219155436606,2024-05-02T12:22:35.771Z,-153.66
6472592460352496,2024-05-02T12:30:50.771Z,-810.91
6361000177795595,2024-05-02T14:15:32.771Z,394.31
3037393026661280,2024-05-02T14:59:27.771Z,883.01
3089689896090797,2024-05-02T15:09:54.771Z,-343.99
3404349486560448,2024-05-02T15:16:09.771Z,925.85
3369832681865051,2024-05-02T15:58:16.771Z,-335.90
6006325963724299,2024-05-02T17:53:16.771Z,-144.86
3037393026661280,2024-05-02T19:13:07.771Z,-338.13
4024012623842318,2024-05-02T20:08:50.771Z,725.13
3618845513520900,2024-05-02T20:18:07.771Z,540.62
3037393026661280,2024-05-02T22:22:13.771Z,997.32
6714744990978278,2024-05-02T22:24:47.759Z,-412.17
6714744990978278,2024-05-02T22:24:47.759Z,-412.17
6714744990978278,2024-05-02T22:24:47.759Z,-412.17
6472592460352496,2024-05-02T22:33:55.771Z,819.09
3404349486560448,2024-05-02T23:03:24.771Z,-729.02
4024012623842318,2024-05-02T23:38:54.771Z,433.62
3219459079118226,2024-05-02T23:40:16.771Z,-435.41
5091360375658474,2024-05-03T02:19:36.771Z,-262.03
3339801217806434,2024-05-03T02:38:54.771Z,610.94
3690769043359511,2024-05-03T02:57:09.771Z,-953.48
6437219155436606,2024-05-03T04:30:47.771Z,156.86
5926759033070471,2024-05-03T04:37:22.771Z,-708.36
6329931100465627,2024-05-03T04:37:32.771Z,813.92
3369832681865051,2024-05-03T05:46:37.771Z,-445.81
5216484446506263,2024-05-03T07:05:03.771Z,-702.66
6472592460352496,2024-05-03T07:25:56.771Z,-485.79
5618401722389028,2024-05-03T07:37:36.771Z,469.47
3663297678172224,2024-05-03T08:05:29.771Z,-720.70
6329931100465627,2024-05-03T08:59:25.771Z,-283.13
5926759033070471,2024-05-03T09:37:29.771Z,-339.47
6006325963724299,2024-05-03T09:46:28.771Z,269.03
3690769043359511,2024-05-03T10:01:58.771Z,-118.80
6361000177795595,2024-05-03T10:24:18.771Z,-760.92
3745155717279673,2024-05-03T10:28:01.771Z,308.36
5816050191711854,2024-05-03T11:53:31.771Z,409.41
6419514998974763,2024-05-03T12:11:08.771Z,741.77
6833412122497701,2024-05-03T12:41:08.771Z,487.95
6564109388484184,2024-05-03T13:40:49.771Z,188.41
3339801217806434,2024-05-03T13:43:33.771Z,-311.35
4234709814496996,2024-05-03T13:57:01.771Z,-424.91
3742992852195954,2024-05-03T14:02:07.771Z,475.28
3742992852195954,2024-05-03T15:02:09.771Z,67.64
6575315976430295,2024-05-03T16:24:25.771Z,321.48
3618845513520900,2024-05-03T16:39:26.771Z,-97.32
3339801217806434,2024-05-03T16:53:05.771Z,861.44
6018480886031697,2024-05-03T19:15:41.771Z,852.78
5581253985313232,2024-05-03T19:57:01.771Z,-180.46
6437219155436606,2024-05-03T21:14:56.771Z,201.71
3742992852195954,2024-05-03T23:39:25.771Z,823.53
6564109388484184,2024-05-04T01:20:52.771Z,337.89
4726556059561949,2024-05-04T01:32:00.771Z,595.58
6657327299602346,2024-05-04T02:04:07.771Z,-114.98
6564109388484184,2024-05-04T03:16:14.771Z,-350.04
4210013133081688,2024-05-04T03:42:31.771Z,567.35
5705851002586967,2024-05-04T03:59:34.771Z,459.04
4024012623842318,2024-05-04T04:07:53.771Z,-205.63
3328090600295181,2024-05-04T04:57:43.771Z,-673.38
6361000177795595,2024-05-04T06:01:55.771Z,409.79
5609879353687978,2024-05-04T06:14:03.771Z,4.94
6329931100465627,2024-05-04T07:04:19.771Z,734.57
5091360375658474,2024-05-04T07:37:09.771Z,-302.44
3820307659851859,2024-05-04T07:58:27.771Z,-569.45
5216484446506263,2024-05-04T08:15:56.771Z,402.29
6833412122497701,2024-05-04T08:37:29.771Z,312.25
3336208249795480,2024-05-04T08:37:51.759Z,103.64
3336208249795480,2024-05-04T08:37:51.759Z,103.64
3336208249795480,2024-05-04T08:37:51.759Z,103.64
6018480886031697,2024-05-04T09:01:46.771Z,-773.43
3742992852195954,2024-05-04T09:31:49.771Z,-302.18
6361000177795595,2024-05-04T10:55:20.771Z,991.14
6472592460352496,2024-05-04T12:13:55.771Z,-821.38
5926759033070471,2024-05-04T12:29:01.771Z,23.34
3618845513520900,2024-05-04T14:56:49.771Z,500.85
6419514998974763,2024-05-04T15:52:12.771Z,-847.38
3339801217806434,2024-05-04T15:53:26.771Z,618.82
4726556059561949,2024-05-04T16:10:06.771Z,556.73
3328090600295181,2024-05-04T16:17:57.771Z,-276.84
5995696966070264,2024-05-04T16:46:58.771Z,873.32
3328090600295181,2024-05-04T17:17:41.771Z,-974.10
6419514998974763,2024-05-04T17:29:01.771Z,374.93
3618845513520900,2024-05-04T17:44:25.771Z,-66.75
6329931100465627,2024-05-04T17:56:08.771Z,359.65
3037393026661280,2024-05-04T20:39:24.771Z,-15.68
6575315976430295,2024-05-04T21:38:27.771Z,754.19
3219459079118226,2024-05-04T22:39:54.771Z,-565.21
5926759033070471,2024-05-04T22:47:07.771Z,-689.23
3404349486560448,2024-05-04T22:54:57.771Z,207.07
5609879353687978,2024-05-04T23:14:40.771Z,214.38
5995696966070264,2024-05-05T01:39:38.771Z,969.38
6361000177795595,2024-05-05T01:55:42.771Z,180.81
3089689896090797,2024-05-05T03:02:29.771Z,-825.15
3618845513520900,2024-05-05T03:08:59.771Z,950.93
6657327299602346,2024-05-05T03:41:01.771Z,990.30
5092446914149764,2024-05-05T03:41:36.771Z,-898.59
3328090600295181,2024-05-05T03:50:10.771Z,-984.05
4024012623842318,2024-05-05T03:58:10.771Z,203.02
6657327299602346,2024-05-05T04:05:15.771Z,381.16
6734576552114648,2024-05-05T04:17:37.771Z,975.67
5609879353687978,2024-05-05T04:22:50.771Z,-52.17
6564109388484184,2024-05-05T04:49:00.771Z,488.76
6419514998974763,2024-05-05T06:27:48.771Z,-405.01
3369832681865051,2024-05-05T07:24:51.771Z,794.56
3404349486560448,2024-05-05T07:38:50.771Z,983.93
3690769043359511,2024-05-05T09:06:29.771Z,663.41
5926759033070471,2024-05-05T09:51:29.771Z,-873.73
4932629994846233,2024-05-05T09:52:09.771Z,404.89
3219459079118226,2024-05-05T09:53:00.771Z,681.24
5926759033070471,2024-05-05T11:02:29.771Z,447.37
6006325963724299,2024-05-05T11:48:38.771Z,-425.30
3037393026661280,2024-05-05T12:45:41.771Z,250.10
6329931100465627,2024-05-05T12:57:48.771Z,139.83
6575315976430295,2024-05-05T14:29:45.771Z,417.16
6657327299602346,2024-05-05T17:15:51.771Z,-981.30
3404349486560448,2024-05-05T18:36:42.771Z,277.35
5092446914149764,2024-05-05T18:46:56.771Z,615.07
5705851002586967,2024-05-05T19:19:03.771Z,144.30
4024012623842318,2024-05-05T19:31:18.771Z,602.39
6575315976430295,2024-05-05T19:50:05.771Z,-906.19
6329931100465627,2024-05-05T20:11:18.771Z,-644.15
6734576552114648,2024-05-05T21:04:24.771Z,179.11
5618401722389028,2024-05-05T22:32:33.771Z,67.89
4234709814496996,2024-05-05T23:21:06.771Z,-969.79
3618845513520900,2024-05-06T00:47:05.771Z,-565.89
5816050191711854,2024-05-06T01:32:57.771Z,440.34
4024012623842318,2024-05-06T01:37:36.771Z,-990.27
5609879353687978,2024-05-06T01:52:08.771Z,69.61
5995696966070264,2024-05-06T01:58:35.771Z,143.03
5997179980717501,2024-05-06T02:16:24.771Z,-164.90
4024012623842318,2024-05-06T03:05:15.771Z,219.41
5926759033070471,2024-05-06T03:10:50.771Z,-379.43
4210013133081688,2024-05-06T04:28:58.771Z,-704.66
4378233413863490,2024-05-06T05:27:13.771Z,607.29
3339801217806434,2024-05-06T05:51:41.771Z,-307.97
5609879353687978,2024-05-06T06:08:29.771Z,821.54
5705851002586967,2024-05-06T07:37:16.771Z,-852.36
5705851002586967,2024-05-06T08:17:46.771Z,38.60
4024012623842318,2024-05-06T08:33:40.771Z,-438.80
3037393026661280,2024-05-06T09:07:27.771Z,-362.83
3339801217806434,2024-05-06T09:18:50.771Z,-760.30
4210013133081688,2024-05-06T09:47:30.771Z,922.95
3745155717279673,2024-05-06T11:30:35.771Z,499.75
6288853716425504,2024-05-06T11:45:35.771Z,988.40
5581253985313232,2024-05-06T12:11:13.771Z,441.50
5581253985313232,2024-05-06T13:08:32.771Z,219.68
3404349486560448,2024-05-06T13:46:25.771Z,567.49
6734576552114648,2024-05-06T15:50:22.771Z,-297.07
3328090600295181,2024-05-06T15:51:09.771Z,918.35
4932629994846233,2024-05-06T16:29:43.771Z,-744.69
3537349596978716,2024-05-06T16:39:26.771Z,587.70
6437219155436606,2024-05-06T18:27:02.771Z,-240.62
5816050191711854,2024-05-06T18:29:47.771Z,-890.50
5216484446506263,2024-05-06T20:51:40.771Z,-597.87
3589249568754350,2024-05-06T21:04:05.771Z,-755.41
3339801217806434,2024-05-06T21:06:20.771Z,-114.27
5216484446506263,2024-05-06T22:49:23.771Z,-823.92
6288853716425504,2024-05-07T00:55:15.771Z,621.08
3820307659851859,2024-05-07T02:43:18.771Z,153.57
6437219155436606,2024-05-07T03:27:48.771Z,-514.04
6734576552114648,2024-05-07T04:03:12.771Z,-712.54
4235973154283559,2024-05-07T04:38:41.771Z,74.85
3745155717279673,2024-05-07T05:28:05.771Z,-767.38
5609879353687978,2024-05-07T08:50:30.771Z,-244.03
6361000177795595,2024-05-07T08:54:30.771Z,725.55
3369832681865051,2024-05-07T09:47:52.771Z,-60.34
3820307659851859,2024-05-07T12:16:02.771Z,885.66
5092446914149764,2024-05-07T13:12:02.771Z,-38.46
4378233413863490,2024-05-07T14:18:18.771Z,353.12
5926759033070471,2024-05-07T14:51:13.771Z,-64.56
6018480886031697,2024-05-07T15:22:43.771Z,-156.81
6419514998974763,2024-05-07T16:07:05.771Z,-343.03
6288853716425504,2024-05-07T16:10:15.771Z,-405.79
6833412122497701,2024-05-07T16:14:33.771Z,-520.92
3369832681865051,2024-05-07T17:08:36.771Z,-711.78
4932629994846233,2024-05-07T17:13:56.771Z,-409.08
5926759033070471,2024-05-07T17:54:34.771Z,-867.25
4024012623842318,2024-05-07T18:28:15.771Z,239.77
3369832681865051,2024-05-07T20:27:31.771Z,463.69
